taxid	domain	phylum	class	order	family	genus	species	CRR119890_read_counts	CRR119890_perc_of_reads	CRR119891_read_counts	CRR119891_perc_of_reads	CRR119892_read_counts	CRR119892_perc_of_reads	CRR119893_read_counts	CRR119893_perc_of_reads	CRR125445_read_counts	CRR125445_perc_of_reads	CRR125446_read_counts	CRR125446_perc_of_reads
886377	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda ruestringensis	1	4.86E-05	1	4.87E-05	1	4.84E-05	2	0.000111998	0	0	0	0
886882	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa	0	0	0	0	0	0	0	0	1	9.22E-05	0	0
888050	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia cardiffensis	0	0	0	0	0	0	1	5.60E-05	0	0	0	0
888057	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter segnis	0	0	0	0	0	0	0	0	2	0.00018442	0	0
888061	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	Desulfomicrobium orale	2	9.72E-05	0	0	0	0	1	5.60E-05	0	0	0	0
888727	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	NA	[Eubacterium] sulci	0	0	1	4.87E-05	0	0	1	5.60E-05	0	0	0	0
888827	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter butzleri	1	4.86E-05	0	0	0	0	1	5.60E-05	1	9.22E-05	1	6.83E-05
888845	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	Minicystis	Minicystis rosea	13	0.000632115	21	0.001023365	36	0.001743135	51	0.002855951	20	0.001844204	31	0.002117261
889201	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus cristatus	0	0	1	4.87E-05	0	0	0	0	0	0	0	0
889453	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Alkalitalea	Alkalitalea saponilacus	0	0	3	0.000146195	5	0.000242102	1	5.60E-05	1	9.22E-05	9	0.000614689
891974	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	Plautia stali symbiont	1	4.86E-05	0	0	1	4.84E-05	0	0	0	0	0	0
904291	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sediminis	2	9.72E-05	0	0	0	0	1	5.60E-05	0	0	2	0.000136597
906968	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema brennaborense	1	4.86E-05	0	0	0	0	0	0	1	9.22E-05	5	0.000341494
907237	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	2	9.72E-05	2	9.75E-05	0	0	2	0.000111998	1	9.22E-05	7	0.000478091
907238	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	2	9.72E-05	2	9.75E-05	4	0.000193682	0	0	0	0	0	0
907239	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	4	0.000194497	2	9.75E-05	4	0.000193682	4	0.000223996	3	0.000276631	9	0.000614689
907240	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	0	0	3	0.000146195	0	0	0	0	1	9.22E-05	0	0
907287	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma hyopneumoniae	10	0.000486242	13	0.000633512	13	0.000629465	15	0.000839986	109	0.010050909	124	0.008469043
907965	Eukaryota	Microsporidia	NA	NA	Unikaryonidae	Encephalitozoon	Encephalitozoon hellem	2	9.72E-05	0	0	2	9.68E-05	3	0.000167997	0	0	1	6.83E-05
908290	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium mesophilicum	4	0.000194497	6	0.00029239	4	0.000193682	3	0.000167997	1	9.22E-05	2	0.000136597
908937	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella dentalis	6	0.000291745	4	0.000194927	8	0.000387363	4	0.000223996	2	0.00018442	4	0.000273195
909768	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA	1	4.86E-05	0	0	1	4.84E-05	1	5.60E-05	3	0.000276631	0	0
909932	Bacteria	Firmicutes	Negativicutes	NA	NA	NA	NA	0	0	0	0	0	0	0	0	1	9.22E-05	0	0
910348	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
911022	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
911343	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Buchnera	Buchnera aphidicola	2	9.72E-05	2	9.75E-05	5	0.000242102	2	0.000111998	5	0.000461051	5	0.000341494
912630	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. LKL04	3	0.000145873	1	4.87E-05	5	0.000242102	9	0.000503991	0	0	0	0
913070	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	0	0	0	0	0	0	0	0	3	0.000276631	3	0.000204896
913107	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Pelolinea	Pelolinea submarina	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
913109	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter ellisii	5	0.000243121	6	0.00029239	3	0.000145261	5	0.000279995	5	0.000461051	1	6.83E-05
914150	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Kangiellaceae	Kangiella	Kangiella geojedonensis	1	4.86E-05	0	0	0	0	0	0	1	9.22E-05	0	0
925818	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. AMS5	2	9.72E-05	8	0.000389853	8	0.000387363	4	0.000223996	4	0.000368841	2	0.000136597
926550	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Caldilinea aerophila	0	0	1	4.87E-05	0	0	2	0.000111998	1	9.22E-05	1	6.83E-05
926562	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Schleiferiaceae	Owenweeksia	Owenweeksia hongkongensis	1	4.86E-05	2	9.75E-05	3	0.000145261	0	0	0	0	0	0
926566	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	Terriglobus roseus	3	0.000145873	1	4.87E-05	0	0	3	0.000167997	0	0	0	0
926570	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	Acidiphilium multivorum	2	9.72E-05	0	0	2	9.68E-05	1	5.60E-05	1	9.22E-05	6	0.000409792
926571	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	Nitrososphaera viennensis	2	9.72E-05	1	4.87E-05	2	9.68E-05	0	0	1	9.22E-05	1	6.83E-05
927083	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	Sandaracinus amylolyticus	5	0.000243121	1	4.87E-05	0	0	6	0.000335994	1	9.22E-05	12	0.000819585
927701	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma capricolum	0	0	3	0.000146195	1	4.84E-05	0	0	5	0.000461051	9	0.000614689
927703	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Lactobacillus reuteri	0	0	0	0	0	0	0	0	2	0.00018442	2	0.000136597
927704	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas ruminantium	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
928724	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharomonospora	Saccharomonospora glauca	0	0	1	4.87E-05	0	0	1	5.60E-05	0	0	0	0
929439	Eukaryota	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Leishmania	Leishmania mexicana	97	0.004716548	59	0.002875168	87	0.004212575	77	0.004311926	59	0.0054404	110	0.007512861
929506	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	4	0.000194497	5	0.000243658	1	4.84E-05	2	0.000111998	6	0.000553261	1	6.83E-05
929556	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Solitalea	Solitalea canadensis	20	0.000972484	20	0.000974633	22	0.001065249	9	0.000503991	30	0.002766305	36	0.002458754
929558	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	Sulfurimonas gotlandica	5	0.000243121	3	0.000146195	2	9.68E-05	2	0.000111998	4	0.000368841	6	0.000409792
929704	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides	Myroides odoratus	3	0.000145873	1	4.87E-05	2	9.68E-05	0	0	1	9.22E-05	1	6.83E-05
929713	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Niabella	Niabella soli	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
929813	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Gibbsiella	Gibbsiella quercinecans	0	0	0	0	3	0.000145261	2	0.000111998	0	0	0	0
930166	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	2	9.72E-05	1	4.87E-05	2	9.68E-05	0	0	0	0	0	0
930169	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	Alcanivorax dieselolei	0	0	1	4.87E-05	0	0	0	0	0	0	0	0
930171	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter phenanthrenivorans	0	0	0	0	0	0	0	0	0	0	2	0.000136597
930806	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus	Halioglobus pacificus	0	0	1	4.87E-05	0	0	0	0	0	0	0	0
931089	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium deserti	0	0	0	0	2	9.68E-05	1	5.60E-05	0	0	2	0.000136597
931202	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Liberibacter	Candidatus Liberibacter asiaticus	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
931276	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium saccharoperbutylacetonicum	1	4.86E-05	0	0	0	0	2	0.000111998	1	9.22E-05	1	6.83E-05
931626	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Acetobacterium	Acetobacterium woodii	1	4.86E-05	0	0	1	4.84E-05	2	0.000111998	1	9.22E-05	0	0
931866	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium ottawaense	0	0	0	0	0	0	0	0	1	9.22E-05	1	6.83E-05
931890	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium	Eremothecium cymbalariae	6	0.000291745	3	0.000146195	8	0.000387363	9	0.000503991	6	0.000553261	6	0.000409792
935198	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	1	4.86E-05	0	0	1	4.84E-05	0	0	2	0.00018442	0	0
935199	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus sp. p52	0	0	1	4.87E-05	0	0	0	0	0	0	0	0
935222	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. Sr18	2	9.72E-05	1	4.87E-05	3	0.000145261	5	0.000279995	2	0.00018442	1	6.83E-05
935293	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia entomophaga	2	9.72E-05	1	4.87E-05	3	0.000145261	0	0	0	0	0	0
936139	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma hyorhinis	6	0.000291745	4	0.000194927	4	0.000193682	5	0.000279995	26	0.002397465	20	0.001365975
936140	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus farciminis	0	0	1	4.87E-05	1	4.84E-05	0	0	1	9.22E-05	0	0
936154	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parauberis	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
936155	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter felis	1	4.86E-05	0	0	2	9.68E-05	0	0	0	0	2	0.000136597
937775	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoplanus	Methanoplanus limicola	0	0	2	9.75E-05	1	4.84E-05	0	0	0	0	0	0
937777	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus peraridilitoris	0	0	0	0	0	0	1	5.60E-05	0	0	0	0
938155	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus futsaii	0	0	1	4.87E-05	0	0	1	5.60E-05	2	0.00018442	0	0
941639	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus coagulans	0	0	0	0	0	0	0	0	2	0.00018442	3	0.000204896
941640	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma haemofelis	9	0.000437618	11	0.000536048	14	0.000677886	12	0.000671988	0	0	1	6.83E-05
941907	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas indica	2	9.72E-05	1	4.87E-05	1	4.84E-05	1	5.60E-05	1	9.22E-05	0	0
941968	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	0	0	1	4.87E-05	1	4.84E-05	0	0	0	0	1	6.83E-05
944546	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter butzleri	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
944547	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	NA	Arcobacter sp. L	4	0.000194497	4	0.000194927	0	0	4	0.000223996	2	0.00018442	4	0.000273195
945021	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus halophilus	1	4.86E-05	0	0	1	4.84E-05	0	0	0	0	0	0
945704	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
945713	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	Ignavibacterium album	6	0.000291745	8	0.000389853	8	0.000387363	6	0.000335994	0	0	1	6.83E-05
945844	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia oculi	8	0.000388994	4	0.000194927	18	0.000871567	10	0.00055999	37	0.003411777	28	0.001912365
946333	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Rhizobacter	Rhizobacter gummiphilus	0	0	0	0	2	9.68E-05	2	0.000111998	0	0	1	6.83E-05
946334	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes sp. OR16	23	0.001118357	10	0.000487317	13	0.000629465	25	0.001399976	9	0.000829892	19	0.001297676
946483	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Candidatus Symbiobacter	Candidatus Symbiobacter mobilis	2	9.72E-05	0	0	2	9.68E-05	1	5.60E-05	4	0.000368841	1	6.83E-05
947515	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	NA	Ectothiorhodospiraceae bacterium BW-2	0	0	1	4.87E-05	1	4.84E-05	2	0.000111998	1	9.22E-05	0	0
947516	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	gamma proteobacterium SS-5	9	0.000437618	0	0	0	0	1	5.60E-05	0	0	3	0.000204896
947919	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfosarcina	Desulfosarcina widdelii	23	0.001118357	105	0.005116824	130	0.006294653	37	0.002071964	11	0.001014312	2	0.000136597
948519	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas rivipollensis	7	0.000340369	14	0.000682243	27	0.001307351	18	0.001007983	2	0.00018442	0	0
977880	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus taiwanensis	1	4.86E-05	0	0	0	0	2	0.000111998	0	0	0	0
979556	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium testaceum	0	0	8	0.000389853	5	0.000242102	0	0	0	0	0	0
980251	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Mariniblastus	Mariniblastus fucicola	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
980254	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Roseimaritima	Roseimaritima ulvae	2	9.72E-05	0	0	2	9.68E-05	4	0.000223996	1	9.22E-05	5	0.000341494
980422	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Candidatus Phytoplasma australiense	3	0.000145873	1	4.87E-05	0	0	2	0.000111998	0	0	1	6.83E-05
980427	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus wulumuqiensis	0	0	0	0	0	0	1	5.60E-05	1	9.22E-05	2	0.000136597
980445	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfoglaeba	Desulfoglaeba alkanexedens	1	4.86E-05	0	0	3	0.000145261	2	0.000111998	9	0.000829892	11	0.000751286
981222	Bacteria	Acidobacteria	Blastocatellia	NA	NA	Chloracidobacterium	Chloracidobacterium thermophilum	5	0.000243121	2	9.75E-05	5	0.000242102	4	0.000223996	1	9.22E-05	0	0
981367	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia fergusonii	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
983544	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lacinutrix	Lacinutrix sp. 5H-3-7-4	7	0.000340369	9	0.000438585	5	0.000242102	2	0.000111998	0	0	6	0.000409792
983548	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Dokdonia	Dokdonia sp. 4H-3-7-5	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
983917	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Rubrivivax	Rubrivivax gelatinosus	11	0.000534866	29	0.001413218	40	0.001936816	35	0.001959966	188	0.017335513	266	0.018167463
984237	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	0	0	0	0	0	0	1	5.60E-05	0	0	0	0
984262	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Saprospiraceae	Saprospira	Saprospira grandis	1	4.86E-05	0	0	1	4.84E-05	1	5.60E-05	2	0.00018442	0	0
985002	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus argenteus	1	4.86E-05	0	0	0	0	0	0	1	9.22E-05	0	0
985080	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	44	0.002139465	26	0.001267023	9	0.000435784	8	0.000447992	9	0.000829892	9	0.000614689
985762	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus agnetis	0	0	0	0	0	0	1	5.60E-05	0	0	0	0
988812	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marinovum	Marinovum algicola	0	0	0	0	0	0	0	0	2	0.00018442	1	6.83E-05
990316	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanotrichaceae	Methanothrix	Methanothrix soehngenii	1	4.86E-05	4	0.000194927	0	0	5	0.000279995	1	9.22E-05	0	0
991789	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	Anaerotignum propionicum	0	0	1	4.87E-05	0	0	0	0	2	0.00018442	4	0.000273195
991905	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	Polymorphum	Polymorphum gilvum	1	4.86E-05	0	0	1	4.84E-05	1	5.60E-05	0	0	2	0.000136597
994484	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brassicacearum	0	0	1	4.87E-05	0	0	0	0	0	0	0	0
994601	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Planktothrix phage PaV-LD	4	0.000194497	2	9.75E-05	4	0.000193682	5	0.000279995	5	0.000461051	11	0.000751286
995085	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	NA	1	4.86E-05	1	4.87E-05	2	9.68E-05	8	0.000447992	3	0.000276631	2	0.000136597
996285	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	0	0	1	4.87E-05	0	0	0	0	0	0	3	0.000204896
996801	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter reichenbachii	1	4.86E-05	5	0.000243658	4	0.000193682	10	0.00055999	3	0.000276631	4	0.000273195
997761	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus mucilaginosus	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
997877	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	Phocaeicola	Phocaeicola dorei	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
998088	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	0	0	1	4.87E-05	0	0	0	0	0	0	0	0
999426	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema denticola	0	0	0	0	1	4.84E-05	1	5.60E-05	1	9.22E-05	2	0.000136597
999431	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema denticola	1	4.86E-05	0	0	1	4.84E-05	0	0	0	0	0	0
999432	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema denticola	0	0	1	4.87E-05	0	0	0	0	0	0	0	0
999541	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia gladioli	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
999552	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Leisingera	Leisingera methylohalidivorans	0	0	0	0	2	9.68E-05	1	5.60E-05	0	0	0	0
1002672	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. IMCC9063	3	0.000145873	1	4.87E-05	1	4.84E-05	1	5.60E-05	2	0.00018442	5	0.000341494
1002804	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter bizzozeronii	2	9.72E-05	2	9.75E-05	1	4.84E-05	1	5.60E-05	0	0	1	6.83E-05
1002809	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	Solibacillus silvestris	2	9.72E-05	2	9.75E-05	2	9.68E-05	2	0.000111998	0	0	8	0.00054639
1003195	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces cattleya	22	0.001069732	27	0.001315755	58	0.002808384	40	0.002239961	14	0.001290942	13	0.000887884
1003239	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
1003335	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces marxianus	94	0.004570675	74	0.003606143	119	0.005762028	108	0.006047896	29	0.002674095	25	0.001707468
1004785	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas macleodii	0	0	0	0	0	0	0	0	1	9.22E-05	1	6.83E-05
1004787	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas macleodii	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
1004788	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas macleodii	0	0	0	0	0	0	1	5.60E-05	0	0	1	6.83E-05
1004901	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae	Gordonia	Gordonia iterans	0	0	1	4.87E-05	1	4.84E-05	0	0	0	0	1	6.83E-05
1004951	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
1005048	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas	Collimonas fungivorans	0	0	0	0	0	0	0	0	1	9.22E-05	0	0
1005057	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Buchnera	Buchnera aphidicola	26	0.001264229	9	0.000438585	18	0.000871567	19	0.001063982	8	0.000737681	6	0.000409792
1005058	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Gallibacterium	Gallibacterium anatis	59	0.002868828	77	0.003752338	81	0.003922053	60	0.003359942	30	0.002766305	14	0.000956182
